Year,UNITID,FACSTAT,ARANK,HRTOTLT,HRTOTLM,HRTOTLW
2021,219046,0,0,109,64,45
2021,219046,10,0,109,64,45
2021,219046,10,1,30,19,11
2021,219046,10,2,26,16,10
2021,219046,10,3,30,20,10
2021,219046,10,4,17,7,10
2021,219046,10,5,6,2,4
2021,219046,20,0,55,35,20
2021,219046,20,1,30,19,11
2021,219046,20,2,25,16,9
2021,219046,30,0,29,19,10
2021,219046,30,2,1,0,1
2021,219046,30,3,28,19,9
2021,219046,40,0,25,10,15
2021,219046,40,3,2,1,1
2021,219046,40,4,17,7,10
2021,219046,40,5,6,2,4
2021,219046,42,0,25,10,15
2021,219046,42,3,2,1,1
2021,219046,42,4,17,7,10
2021,219046,42,5,6,2,4
2021,219082,0,0,100,70,30
2021,219082,10,0,100,70,30
2021,219082,10,1,18,14,4
2021,219082,10,2,25,20,5
2021,219082,10,3,31,24,7
2021,219082,10,4,21,9,12
2021,219082,10,5,4,2,2
2021,219082,10,6,1,1,0
2021,219082,20,0,41,33,8
2021,219082,20,1,17,13,4
2021,219082,20,2,24,20,4
2021,219082,30,0,31,24,7
2021,219082,30,1,1,1,0
2021,219082,30,2,1,0,1
2021,219082,30,3,29,23,6
2021,219082,40,0,28,13,15
2021,219082,40,3,2,1,1
2021,219082,40,4,21,9,12
2021,219082,40,5,4,2,2
2021,219082,40,6,1,1,0
2021,219082,42,0,28,13,15
2021,219082,42,3,2,1,1
2021,219082,42,4,21,9,12
2021,219082,42,5,4,2,2
2021,219082,42,6,1,1,0
2021,219091,0,0,46,19,27
2021,219091,10,0,46,19,27
2021,219091,10,1,11,8,3
2021,219091,10,2,14,5,9
2021,219091,10,3,18,4,14
2021,219091,10,4,3,2,1
2021,219091,20,0,19,10,9
2021,219091,20,1,11,8,3
2021,219091,20,2,8,2,6
2021,219091,30,0,14,4,10
2021,219091,30,2,2,2,0
2021,219091,30,3,11,2,9
2021,219091,30,4,1,0,1
2021,219091,40,0,13,5,8
2021,219091,40,2,4,1,3
2021,219091,40,3,7,2,5
2021,219091,40,4,2,2,0
2021,219091,42,0,13,5,8
2021,219091,42,2,4,1,3
2021,219091,42,3,7,2,5
2021,219091,42,4,2,2,0
2021,219143,0,0,116,71,45
2021,219143,10,0,110,66,44
2021,219143,10,4,110,66,44
2021,219143,40,0,110,66,44
2021,219143,40,4,110,66,44
2021,219143,42,0,110,66,44
2021,219143,42,4,110,66,44
2021,219143,50,0,6,5,1
2021,219189,0,0,69,40,29
2021,219189,10,0,69,40,29
2021,219189,10,4,69,40,29
2021,219189,40,0,69,40,29
2021,219189,40,4,69,40,29
2021,219189,42,0,69,40,29
2021,219189,42,4,69,40,29
2021,219198,0,0,44,22,22
2021,219198,10,0,44,22,22
2021,219198,10,1,9,7,2
2021,219198,10,2,11,6,5
2021,219198,10,3,21,7,14
2021,219198,10,4,3,2,1
2021,219198,20,0,22,12,10
2021,219198,20,1,9,7,2
2021,219198,20,2,9,5,4
2021,219198,20,3,4,0,4
2021,219198,30,0,16,6,10
2021,219198,30,2,1,1,0
2021,219198,30,3,15,5,10
2021,219198,40,0,6,4,2
2021,219198,40,2,1,0,1
2021,219198,40,3,2,2,0
2021,219198,40,4,3,2,1
2021,219198,42,0,6,4,2
2021,219198,42,2,1,0,1
2021,219198,42,3,2,2,0
2021,219198,42,4,3,2,1
2021,219259,0,0,94,48,46
2021,219259,10,0,94,48,46
2021,219259,10,1,22,15,7
2021,219259,10,2,20,11,9
2021,219259,10,3,34,16,18
2021,219259,10,4,17,5,12
2021,219259,10,5,1,1,0
2021,219259,20,0,42,26,16
2021,219259,20,1,22,15,7
2021,219259,20,2,20,11,9
2021,219259,30,0,34,15,19
2021,219259,30,3,33,15,18
2021,219259,30,4,1,0,1
2021,219259,40,0,18,7,11
2021,219259,40,3,1,1,0
2021,219259,40,4,16,5,11
2021,219259,40,5,1,1,0
2021,219259,42,0,18,7,11
2021,219259,42,3,1,1,0
2021,219259,42,4,16,5,11
2021,219259,42,5,1,1,0
2021,219277,0,0,61,28,33
2021,219277,10,0,60,28,32
2021,219277,10,1,1,1,0
2021,219277,10,2,9,4,5
2021,219277,10,3,50,23,27
2021,219277,40,0,60,28,32
2021,219277,40,1,1,1,0
2021,219277,40,2,9,4,5
2021,219277,40,3,50,23,27
2021,219277,41,0,2,2,0
2021,219277,41,1,1,1,0
2021,219277,41,2,1,1,0
2021,219277,42,0,58,26,32
2021,219277,42,2,8,3,5
2021,219277,42,3,50,23,27
2021,219277,44,0,2,2,0
2021,219277,44,1,1,1,0
2021,219277,44,2,1,1,0
2021,219277,50,0,1,0,1
2021,219295,0,0,32,6,26
2021,219295,10,0,32,6,26
2021,219295,10,1,3,3,0
2021,219295,10,2,4,2,2
2021,219295,10,3,5,1,4
2021,219295,10,4,20,0,20
2021,219295,20,0,3,3,0
2021,219295,20,1,3,3,0
2021,219295,30,0,6,3,3
2021,219295,30,2,2,2,0
2021,219295,30,3,3,1,2
2021,219295,30,4,1,0,1
2021,219295,40,0,23,0,23
2021,219295,40,2,2,0,2
2021,219295,40,3,2,0,2
2021,219295,40,4,19,0,19
2021,219295,42,0,2,0,2
2021,219295,42,4,2,0,2
2021,219295,43,0,21,0,21
2021,219295,43,2,2,0,2
2021,219295,43,3,2,0,2
2021,219295,43,4,17,0,17
2021,219347,0,0,159,122,37
2021,219347,10,0,159,122,37
2021,219347,10,1,35,32,3
2021,219347,10,2,45,35,10
2021,219347,10,3,46,35,11
2021,219347,10,4,8,5,3
2021,219347,10,5,25,15,10
2021,219347,20,0,75,63,12
2021,219347,20,1,33,30,3
2021,219347,20,2,42,33,9
2021,219347,30,0,44,34,10
2021,219347,30,2,2,2,0
2021,219347,30,3,42,32,10
2021,219347,40,0,40,25,15
2021,219347,40,1,2,2,0
2021,219347,40,2,1,0,1
2021,219347,40,3,4,3,1
2021,219347,40,4,8,5,3
2021,219347,40,5,25,15,10
2021,219347,42,0,40,25,15
2021,219347,42,1,2,2,0
2021,219347,42,2,1,0,1
2021,219347,42,3,4,3,1
2021,219347,42,4,8,5,3
2021,219347,42,5,25,15,10
2021,219356,0,0,481,257,224
2021,219356,10,0,481,257,224
2021,219356,10,1,117,82,35
2021,219356,10,2,95,63,32
2021,219356,10,3,105,53,52
2021,219356,10,4,83,32,51
2021,219356,10,5,81,27,54
2021,219356,20,0,193,135,58
2021,219356,20,1,106,74,32
2021,219356,20,2,87,61,26
2021,219356,30,0,91,45,46
2021,219356,30,1,1,1,0
2021,219356,30,2,1,0,1
2021,219356,30,3,89,44,45
2021,219356,40,0,197,77,120
2021,219356,40,1,10,7,3
2021,219356,40,2,7,2,5
2021,219356,40,3,16,9,7
2021,219356,40,4,83,32,51
2021,219356,40,5,81,27,54
2021,219356,42,0,197,77,120
2021,219356,42,1,10,7,3
2021,219356,42,2,7,2,5
2021,219356,42,3,16,9,7
2021,219356,42,4,83,32,51
2021,219356,42,5,81,27,54
2021,219374,0,0,17,6,11
2021,219374,10,0,17,6,11
2021,219374,10,4,17,6,11
2021,219374,40,0,17,6,11
2021,219374,40,4,17,6,11
2021,219374,42,0,17,6,11
2021,219374,42,4,17,6,11
2021,219383,0,0,57,35,22
2021,219383,10,0,57,35,22
2021,219383,10,1,11,7,4
2021,219383,10,2,22,13,9
2021,219383,10,3,22,13,9
2021,219383,10,4,2,2,0
2021,219383,20,0,34,21,13
2021,219383,20,1,11,7,4
2021,219383,20,2,22,13,9
2021,219383,20,3,1,1,0
2021,219383,30,0,7,6,1
2021,219383,30,3,7,6,1
2021,219383,40,0,16,8,8
2021,219383,40,3,14,6,8
2021,219383,40,4,2,2,0
2021,219383,42,0,16,8,8
2021,219383,42,3,14,6,8
2021,219383,42,4,2,2,0
2021,219408,0,0,12,5,7
2021,219408,10,0,12,5,7
2021,219408,10,4,12,5,7
2021,219408,40,0,12,5,7
2021,219408,40,4,12,5,7
2021,219408,41,0,1,1,0
2021,219408,41,4,1,1,0
2021,219408,42,0,11,4,7
2021,219408,42,4,11,4,7
2021,219408,45,0,1,1,0
2021,219408,45,4,1,1,0
2021,219426,0,0,95,40,55
2021,219426,10,0,80,35,45
2021,219426,10,4,80,35,45
2021,219426,40,0,80,35,45
2021,219426,40,4,80,35,45
2021,219426,41,0,80,35,45
2021,219426,41,4,80,35,45
2021,219426,45,0,80,35,45
2021,219426,45,4,80,35,45
2021,219426,50,0,15,5,10
2021,219471,0,0,429,213,216
2021,219471,10,0,407,204,203
2021,219471,10,1,80,56,24
2021,219471,10,2,92,57,35
2021,219471,10,3,108,54,54
2021,219471,10,4,92,24,68
2021,219471,10,5,34,12,22
2021,219471,10,6,1,1,0
2021,219471,20,0,156,107,49
2021,219471,20,1,77,55,22
2021,219471,20,2,79,52,27
2021,219471,30,0,89,46,43
2021,219471,30,2,2,0,2
2021,219471,30,3,87,46,41
2021,219471,40,0,162,51,111
2021,219471,40,1,3,1,2
2021,219471,40,2,11,5,6
2021,219471,40,3,21,8,13
2021,219471,40,4,92,24,68
2021,219471,40,5,34,12,22
2021,219471,40,6,1,1,0
2021,219471,42,0,162,51,111
2021,219471,42,1,3,1,2
2021,219471,42,2,11,5,6
2021,219471,42,3,21,8,13
2021,219471,42,4,92,24,68
2021,219471,42,5,34,12,22
2021,219471,42,6,1,1,0
2021,219471,50,0,22,9,13
2021,219480,0,0,50,28,22
2021,219480,10,0,50,28,22
2021,219480,10,4,50,28,22
2021,219480,40,0,50,28,22
2021,219480,40,4,50,28,22
2021,219480,42,0,50,28,22
2021,219480,42,4,50,28,22
2021,219505,0,0,4,1,3
2021,219505,10,0,4,1,3
2021,219505,10,2,3,1,2
2021,219505,10,3,1,0,1
2021,219505,40,0,4,1,3
2021,219505,40,2,3,1,2
2021,219505,40,3,1,0,1
2021,219505,41,0,4,1,3
2021,219505,41,2,3,1,2
2021,219505,41,3,1,0,1
2021,219505,45,0,4,1,3
2021,219505,45,2,3,1,2
2021,219505,45,3,1,0,1
2021,219602,0,0,386,190,196
2021,219602,10,0,386,190,196
2021,219602,10,1,147,84,63
2021,219602,10,2,86,40,46
2021,219602,10,3,113,47,66
2021,219602,10,4,39,19,20
2021,219602,10,6,1,0,1
2021,219602,20,0,234,121,113
2021,219602,20,1,146,83,63
2021,219602,20,2,73,34,39
2021,219602,20,3,7,1,6
2021,219602,20,4,8,3,5
2021,219602,30,0,105,52,53
2021,219602,30,1,1,1,0
2021,219602,30,2,13,6,7
2021,219602,30,3,90,44,46
2021,219602,30,4,1,1,0
2021,219602,40,0,47,17,30
2021,219602,40,3,16,2,14
2021,219602,40,4,30,15,15
2021,219602,40,6,1,0,1
2021,219602,41,0,5,2,3
2021,219602,41,4,5,2,3
2021,219602,42,0,41,15,26
2021,219602,42,3,16,2,14
2021,219602,42,4,25,13,12
2021,219602,43,0,1,0,1
2021,219602,43,6,1,0,1
2021,219602,44,0,5,2,3
2021,219602,44,4,5,2,3
2021,219639,0,0,69,13,56
2021,219639,10,0,69,13,56
2021,219639,10,1,5,1,4
2021,219639,10,2,13,1,12
2021,219639,10,3,41,9,32
2021,219639,10,4,3,0,3
2021,219639,10,6,7,2,5
2021,219639,40,0,69,13,56
2021,219639,40,1,5,1,4
2021,219639,40,2,13,1,12
2021,219639,40,3,41,9,32
2021,219639,40,4,3,0,3
2021,219639,40,6,7,2,5
2021,219639,41,0,69,13,56
2021,219639,41,1,5,1,4
2021,219639,41,2,13,1,12
2021,219639,41,3,41,9,32
2021,219639,41,4,3,0,3
2021,219639,41,6,7,2,5
2021,219639,45,0,69,13,56
2021,219639,45,1,5,1,4
2021,219639,45,2,13,1,12
2021,219639,45,3,41,9,32
2021,219639,45,4,3,0,3
2021,219639,45,6,7,2,5
2021,219709,0,0,488,238,250
2021,219709,10,0,488,238,250
2021,219709,10,1,112,72,40
2021,219709,10,2,134,61,73
2021,219709,10,3,101,44,57
2021,219709,10,4,72,36,36
2021,219709,10,5,60,20,40
2021,219709,10,6,9,5,4
2021,219709,20,0,228,124,104
2021,219709,20,1,105,67,38
2021,219709,20,2,121,56,65
2021,219709,20,3,2,1,1
2021,219709,30,0,109,50,59
2021,219709,30,2,11,5,6
2021,219709,30,3,91,41,50
2021,219709,30,4,7,4,3
2021,219709,40,0,151,64,87
2021,219709,40,1,7,5,2
2021,219709,40,2,2,0,2
2021,219709,40,3,8,2,6
2021,219709,40,4,65,32,33
2021,219709,40,5,60,20,40
2021,219709,40,6,9,5,4
2021,219709,41,0,9,5,4
2021,219709,41,6,9,5,4
2021,219709,42,0,82,39,43
2021,219709,42,1,7,5,2
2021,219709,42,2,2,0,2
2021,219709,42,3,8,2,6
2021,219709,42,4,65,32,33
2021,219709,43,0,60,20,40
2021,219709,43,5,60,20,40
2021,219709,44,0,9,5,4
2021,219709,44,6,9,5,4
2021,219718,0,0,154,83,71
2021,219718,10,0,154,83,71
2021,219718,10,1,24,17,7
2021,219718,10,2,34,15,19
2021,219718,10,3,30,14,16
2021,219718,10,4,5,1,4
2021,219718,10,5,61,36,25
2021,219718,20,0,41,27,14
2021,219718,20,1,23,17,6
2021,219718,20,2,17,9,8
2021,219718,20,3,1,1,0
2021,219718,40,0,113,56,57
2021,219718,40,1,1,0,1
2021,219718,40,2,17,6,11
2021,219718,40,3,29,13,16
2021,219718,40,4,5,1,4
2021,219718,40,5,61,36,25
2021,219718,42,0,113,56,57
2021,219718,42,1,1,0,1
2021,219718,42,2,17,6,11
2021,219718,42,3,29,13,16
2021,219718,42,4,5,1,4
2021,219718,42,5,61,36,25
2021,219790,0,0,41,27,14
2021,219790,10,0,41,27,14
2021,219790,10,1,18,15,3
2021,219790,10,2,9,6,3
2021,219790,10,3,9,5,4
2021,219790,10,4,5,1,4
2021,219790,40,0,41,27,14
2021,219790,40,1,18,15,3
2021,219790,40,2,9,6,3
2021,219790,40,3,9,5,4
2021,219790,40,4,5,1,4
2021,219790,42,0,40,26,14
2021,219790,42,1,17,14,3
2021,219790,42,2,9,6,3
2021,219790,42,3,9,5,4
2021,219790,42,4,5,1,4
2021,219790,43,0,1,1,0
2021,219790,43,1,1,1,0
2021,219806,0,0,123,58,65
2021,219806,10,0,123,58,65
2021,219806,10,1,31,18,13
2021,219806,10,2,43,18,25
2021,219806,10,3,47,22,25
2021,219806,10,4,2,0,2
2021,219806,20,0,62,31,31
2021,219806,20,1,31,18,13
2021,219806,20,2,31,13,18
2021,219806,30,0,46,21,25
2021,219806,30,2,10,4,6
2021,219806,30,3,36,17,19
2021,219806,40,0,15,6,9
2021,219806,40,2,2,1,1
2021,219806,40,3,11,5,6
2021,219806,40,4,2,0,2
2021,219806,42,0,15,6,9
2021,219806,42,2,2,1,1
2021,219806,42,3,11,5,6
2021,219806,42,4,2,0,2
2021,219824,0,0,235,108,127
2021,219824,10,0,235,108,127
2021,219824,10,1,28,11,17
2021,219824,10,2,43,20,23
2021,219824,10,3,46,23,23
2021,219824,10,4,118,54,64
2021,219824,20,0,88,39,49
2021,219824,20,1,27,11,16
2021,219824,20,2,38,18,20
2021,219824,20,3,19,8,11
2021,219824,20,4,4,2,2
2021,219824,30,0,76,33,43
2021,219824,30,2,5,2,3
2021,219824,30,3,20,10,10
2021,219824,30,4,51,21,30
2021,219824,40,0,71,36,35
2021,219824,40,1,1,0,1
2021,219824,40,3,7,5,2
2021,219824,40,4,63,31,32
2021,219824,42,0,71,36,35
2021,219824,42,1,1,0,1
2021,219824,42,3,7,5,2
2021,219824,42,4,63,31,32
2021,219833,0,0,115,71,44
2021,219833,10,0,115,71,44
2021,219833,10,1,36,24,12
2021,219833,10,2,43,28,15
2021,219833,10,3,29,17,12
2021,219833,10,4,7,2,5
2021,219833,20,0,57,41,16
2021,219833,20,1,35,23,12
2021,219833,20,2,21,17,4
2021,219833,20,3,1,1,0
2021,219833,30,0,14,10,4
2021,219833,30,1,1,1,0
2021,219833,30,2,6,2,4
2021,219833,30,3,7,7,0
2021,219833,40,0,44,20,24
2021,219833,40,2,16,9,7
2021,219833,40,3,21,9,12
2021,219833,40,4,7,2,5
2021,219833,41,0,16,5,11
2021,219833,41,2,4,0,4
2021,219833,41,3,9,4,5
2021,219833,41,4,3,1,2
2021,219833,42,0,27,14,13
2021,219833,42,2,12,9,3
2021,219833,42,3,12,5,7
2021,219833,42,4,3,0,3
2021,219833,43,0,1,1,0
2021,219833,43,4,1,1,0
2021,219833,44,0,10,2,8
2021,219833,44,2,4,0,4
2021,219833,44,3,6,2,4
2021,219833,45,0,6,3,3
2021,219833,45,3,3,2,1
2021,219833,45,4,3,1,2
2021,219842,0,0,10,9,1
2021,219842,10,0,10,9,1
2021,219842,10,1,5,5,0
2021,219842,10,2,2,1,1
2021,219842,10,3,3,3,0
2021,219842,20,0,4,4,0
2021,219842,20,1,4,4,0
2021,219842,40,0,6,5,1
2021,219842,40,1,1,1,0
2021,219842,40,2,2,1,1
2021,219842,40,3,3,3,0
2021,219842,42,0,3,3,0
2021,219842,42,3,3,3,0
2021,219842,43,0,3,2,1
2021,219842,43,1,1,1,0
2021,219842,43,2,2,1,1
2021,219879,0,0,79,35,44
2021,219879,10,0,79,35,44
2021,219879,10,1,9,5,4
2021,219879,10,2,34,13,21
2021,219879,10,3,17,9,8
2021,219879,10,4,19,8,11
2021,219879,20,0,42,17,25
2021,219879,20,1,8,5,3
2021,219879,20,2,33,12,21
2021,219879,20,4,1,0,1
2021,219879,30,0,31,14,17
2021,219879,30,1,1,0,1
2021,219879,30,3,17,9,8
2021,219879,30,4,13,5,8
2021,219879,40,0,6,4,2
2021,219879,40,2,1,1,0
2021,219879,40,4,5,3,2
2021,219879,41,0,5,3,2
2021,219879,41,2,1,1,0
2021,219879,41,4,4,2,2
2021,219879,42,0,1,1,0
2021,219879,42,4,1,1,0
2021,219879,44,0,5,3,2
2021,219879,44,2,1,1,0
2021,219879,44,4,4,2,2
2021,219888,0,0,116,39,77
2021,219888,10,0,112,38,74
2021,219888,10,1,13,7,6
2021,219888,10,2,44,16,28
2021,219888,10,3,28,9,19
2021,219888,10,4,27,6,21
2021,219888,20,0,56,26,30
2021,219888,20,1,13,7,6
2021,219888,20,2,35,14,21
2021,219888,20,3,8,5,3
2021,219888,30,0,16,6,10
2021,219888,30,2,4,2,2
2021,219888,30,3,11,3,8
2021,219888,30,4,1,1,0
2021,219888,40,0,40,6,34
2021,219888,40,2,5,0,5
2021,219888,40,3,9,1,8
2021,219888,40,4,26,5,21
2021,219888,42,0,37,6,31
2021,219888,42,2,5,0,5
2021,219888,42,3,7,1,6
2021,219888,42,4,25,5,20
2021,219888,43,0,3,0,3
2021,219888,43,3,2,0,2
2021,219888,43,4,1,0,1
2021,219888,50,0,4,1,3
2021,219903,0,0,31,6,25
2021,219903,10,0,31,6,25
2021,219903,10,4,31,6,25
2021,219903,40,0,31,6,25
2021,219903,40,4,31,6,25
2021,219903,41,0,31,6,25
2021,219903,41,4,31,6,25
2021,219903,45,0,31,6,25
2021,219903,45,4,31,6,25
2021,219949,0,0,85,38,47
2021,219949,10,0,85,38,47
2021,219949,10,1,15,11,4
2021,219949,10,2,8,5,3
2021,219949,10,3,36,11,25
2021,219949,10,4,26,11,15
2021,219949,40,0,85,38,47
2021,219949,40,1,15,11,4
2021,219949,40,2,8,5,3
2021,219949,40,3,36,11,25
2021,219949,40,4,26,11,15
2021,219949,41,0,8,4,4
2021,219949,41,1,1,1,0
2021,219949,41,2,1,1,0
2021,219949,41,3,4,2,2
2021,219949,41,4,2,0,2
2021,219949,42,0,77,34,43
2021,219949,42,1,14,10,4
2021,219949,42,2,7,4,3
2021,219949,42,3,32,9,23
2021,219949,42,4,24,11,13
2021,219949,44,0,8,4,4
2021,219949,44,1,1,1,0
2021,219949,44,2,1,1,0
2021,219949,44,3,4,2,2
2021,219949,44,4,2,0,2
2021,219976,0,0,247,130,117
2021,219976,10,0,247,130,117
2021,219976,10,1,59,47,12
2021,219976,10,2,74,38,36
2021,219976,10,3,97,39,58
2021,219976,10,4,12,4,8
2021,219976,10,5,5,2,3
2021,219976,20,0,59,42,17
2021,219976,20,1,43,34,9
2021,219976,20,2,16,8,8
2021,219976,30,0,110,55,55
2021,219976,30,1,11,9,2
2021,219976,30,2,41,21,20
2021,219976,30,3,57,24,33
2021,219976,30,4,1,1,0
2021,219976,40,0,78,33,45
2021,219976,40,1,5,4,1
2021,219976,40,2,17,9,8
2021,219976,40,3,40,15,25
2021,219976,40,4,11,3,8
2021,219976,40,5,5,2,3
2021,219976,42,0,78,33,45
2021,219976,42,1,5,4,1
2021,219976,42,2,17,9,8
2021,219976,42,3,40,15,25
2021,219976,42,4,11,3,8
2021,219976,42,5,5,2,3
2021,220057,0,0,50,18,32
2021,220057,10,0,50,18,32
2021,220057,10,1,4,3,1
2021,220057,10,2,23,9,14
2021,220057,10,3,13,3,10
2021,220057,10,4,10,3,7
2021,220057,20,0,25,10,15
2021,220057,20,1,4,3,1
2021,220057,20,2,21,7,14
2021,220057,30,0,21,6,15
2021,220057,30,2,2,2,0
2021,220057,30,3,13,3,10
2021,220057,30,4,6,1,5
2021,220057,40,0,4,2,2
2021,220057,40,4,4,2,2
2021,220057,42,0,4,2,2
2021,220057,42,4,4,2,2
2021,220075,0,0,754,383,371
2021,220075,10,0,754,383,371
2021,220075,10,1,214,144,70
2021,220075,10,2,194,99,95
2021,220075,10,3,237,96,141
2021,220075,10,4,38,6,32
2021,220075,10,5,64,34,30
2021,220075,10,6,7,4,3
2021,220075,20,0,343,206,137
2021,220075,20,1,182,125,57
2021,220075,20,2,147,76,71
2021,220075,20,3,12,3,9
2021,220075,20,4,1,1,0
2021,220075,20,5,1,1,0
2021,220075,30,0,129,55,74
2021,220075,30,2,8,4,4
2021,220075,30,3,121,51,70
2021,220075,40,0,282,122,160
2021,220075,40,1,32,19,13
2021,220075,40,2,39,19,20
2021,220075,40,3,104,42,62
2021,220075,40,4,37,5,32
2021,220075,40,5,63,33,30
2021,220075,40,6,7,4,3
2021,220075,42,0,282,122,160
2021,220075,42,1,32,19,13
2021,220075,42,2,39,19,20
2021,220075,42,3,104,42,62
2021,220075,42,4,37,5,32
2021,220075,42,5,63,33,30
2021,220075,42,6,7,4,3
2021,220118,0,0,17,0,17
2021,220118,10,0,17,0,17
2021,220118,10,4,17,0,17
2021,220118,40,0,17,0,17
2021,220118,40,4,17,0,17
2021,220118,41,0,17,0,17
2021,220118,41,4,17,0,17
2021,220118,45,0,17,0,17
2021,220118,45,4,17,0,17
2021,220181,0,0,52,26,26
2021,220181,10,0,52,26,26
2021,220181,10,1,8,5,3
2021,220181,10,2,22,9,13
2021,220181,10,3,14,9,5
2021,220181,10,4,8,3,5
2021,220181,20,0,26,13,13
2021,220181,20,1,8,5,3
2021,220181,20,2,17,7,10
2021,220181,20,3,1,1,0
2021,220181,30,0,11,6,5
2021,220181,30,2,2,1,1
2021,220181,30,3,9,5,4
2021,220181,40,0,15,7,8
2021,220181,40,2,3,1,2
2021,220181,40,3,4,3,1
2021,220181,40,4,8,3,5
2021,220181,42,0,15,7,8
2021,220181,42,2,3,1,2
2021,220181,42,3,4,3,1
2021,220181,42,4,8,3,5
2021,220206,0,0,16,11,5
2021,220206,10,0,16,11,5
2021,220206,10,1,4,1,3
2021,220206,10,2,2,2,0
2021,220206,10,3,3,1,2
2021,220206,10,4,7,7,0
2021,220206,40,0,16,11,5
2021,220206,40,1,4,1,3
2021,220206,40,2,2,2,0
2021,220206,40,3,3,1,2
2021,220206,40,4,7,7,0
2021,220206,41,0,1,1,0
2021,220206,41,4,1,1,0
2021,220206,43,0,15,10,5
2021,220206,43,1,4,1,3
2021,220206,43,2,2,2,0
2021,220206,43,3,3,1,2
2021,220206,43,4,6,6,0
2021,220206,45,0,1,1,0
2021,220206,45,4,1,1,0
2021,220215,0,0,99,64,35
2021,220215,10,0,99,64,35
2021,220215,10,1,17,15,2
2021,220215,10,2,29,22,7
2021,220215,10,3,35,17,18
2021,220215,10,4,17,10,7
2021,220215,10,5,1,0,1
2021,220215,20,0,48,37,11
2021,220215,20,1,16,14,2
2021,220215,20,2,25,19,6
2021,220215,20,3,7,4,3
2021,220215,30,0,25,13,12
2021,220215,30,1,1,1,0
2021,220215,30,2,4,3,1
2021,220215,30,3,18,7,11
2021,220215,30,4,2,2,0
2021,220215,40,0,26,14,12
2021,220215,40,3,10,6,4
2021,220215,40,4,15,8,7
2021,220215,40,5,1,0,1
2021,220215,42,0,26,14,12
2021,220215,42,3,10,6,4
2021,220215,42,4,15,8,7
2021,220215,42,5,1,0,1
2021,220400,0,0,94,35,59
2021,220400,10,0,94,35,59
2021,220400,10,1,11,5,6
2021,220400,10,2,60,21,39
2021,220400,10,3,20,7,13
2021,220400,10,4,3,2,1
2021,220400,20,0,54,18,36
2021,220400,20,1,11,5,6
2021,220400,20,2,42,12,30
2021,220400,20,3,1,1,0
2021,220400,30,0,21,10,11
2021,220400,30,2,16,7,9
2021,220400,30,3,5,3,2
2021,220400,40,0,19,7,12
2021,220400,40,2,2,2,0
2021,220400,40,3,14,3,11
2021,220400,40,4,3,2,1
2021,220400,42,0,19,7,12
2021,220400,42,2,2,2,0
2021,220400,42,3,14,3,11
2021,220400,42,4,3,2,1
2021,220473,0,0,38,26,12
2021,220473,10,0,38,26,12
2021,220473,10,1,27,19,8
2021,220473,10,2,7,6,1
2021,220473,10,3,4,1,3
2021,220473,40,0,38,26,12
2021,220473,40,1,27,19,8
2021,220473,40,2,7,6,1
2021,220473,40,3,4,1,3
2021,220473,42,0,38,26,12
2021,220473,42,1,27,19,8
2021,220473,42,2,7,6,1
2021,220473,42,3,4,1,3
2021,220516,0,0,82,27,55
2021,220516,10,0,82,27,55
2021,220516,10,1,15,10,5
2021,220516,10,2,27,8,19
2021,220516,10,3,36,8,28
2021,220516,10,4,4,1,3
2021,220516,40,0,82,27,55
2021,220516,40,1,15,10,5
2021,220516,40,2,27,8,19
2021,220516,40,3,36,8,28
2021,220516,40,4,4,1,3
2021,220516,41,0,43,21,22
2021,220516,41,1,14,10,4
2021,220516,41,2,20,8,12
2021,220516,41,3,9,3,6
2021,220516,42,0,38,6,32
2021,220516,42,1,1,0,1
2021,220516,42,2,7,0,7
2021,220516,42,3,26,5,21
2021,220516,42,4,4,1,3
2021,220516,43,0,1,0,1
2021,220516,43,3,1,0,1
2021,220516,44,0,43,21,22
2021,220516,44,1,14,10,4
2021,220516,44,2,20,8,12
2021,220516,44,3,9,3,6
2021,220552,0,0,271,89,182
2021,220552,10,0,271,89,182
2021,220552,10,1,15,9,6
2021,220552,10,2,43,14,29
2021,220552,10,3,108,32,76
2021,220552,10,4,102,34,68
2021,220552,10,6,3,0,3
2021,220552,40,0,271,89,182
2021,220552,40,1,15,9,6
2021,220552,40,2,43,14,29
2021,220552,40,3,108,32,76
2021,220552,40,4,102,34,68
2021,220552,40,6,3,0,3
2021,220552,41,0,271,89,182
2021,220552,41,1,15,9,6
2021,220552,41,2,43,14,29
2021,220552,41,3,108,32,76
2021,220552,41,4,102,34,68
2021,220552,41,6,3,0,3
2021,220552,45,0,271,89,182
2021,220552,45,1,15,9,6
2021,220552,45,2,43,14,29
2021,220552,45,3,108,32,76
2021,220552,45,4,102,34,68
2021,220552,45,6,3,0,3
2021,220598,0,0,64,39,25
2021,220598,10,0,64,39,25
2021,220598,10,2,11,6,5
2021,220598,10,3,48,28,20
2021,220598,10,4,5,5,0
2021,220598,20,0,7,4,3
2021,220598,20,2,7,4,3
2021,220598,30,0,18,12,6
2021,220598,30,2,2,2,0
2021,220598,30,3,16,10,6
2021,220598,40,0,39,23,16
2021,220598,40,2,2,0,2
2021,220598,40,3,32,18,14
2021,220598,40,4,5,5,0
2021,220598,42,0,39,23,16
2021,220598,42,2,2,0,2
2021,220598,42,3,32,18,14
2021,220598,42,4,5,5,0
