Year,UNITID,FACSTAT,ARANK,HRTOTLT,HRTOTLM,HRTOTLW
2021,100654,0,0,208,104,104
2021,100654,10,0,205,103,102
2021,100654,10,1,39,32,7
2021,100654,10,2,36,20,16
2021,100654,10,3,84,35,49
2021,100654,10,4,46,16,30
2021,100654,20,0,71,49,22
2021,100654,20,1,37,30,7
2021,100654,20,2,23,12,11
2021,100654,20,3,7,3,4
2021,100654,20,4,4,4,0
2021,100654,30,0,53,21,32
2021,100654,30,2,9,4,5
2021,100654,30,3,43,16,27
2021,100654,30,4,1,1,0
2021,100654,40,0,81,33,48
2021,100654,40,1,2,2,0
2021,100654,40,2,4,4,0
2021,100654,40,3,34,16,18
2021,100654,40,4,41,11,30
2021,100654,42,0,81,33,48
2021,100654,42,1,2,2,0
2021,100654,42,2,4,4,0
2021,100654,42,3,34,16,18
2021,100654,42,4,41,11,30
2021,100654,50,0,3,1,2
2021,100663,0,0,2603,1449,1154
2021,100663,10,0,2603,1449,1154
2021,100663,10,1,746,503,243
2021,100663,10,2,720,410,310
2021,100663,10,3,933,452,481
2021,100663,10,4,204,84,120
2021,100663,20,0,883,589,294
2021,100663,20,1,592,419,173
2021,100663,20,2,290,170,120
2021,100663,20,3,1,0,1
2021,100663,30,0,542,287,255
2021,100663,30,1,12,3,9
2021,100663,30,2,125,71,54
2021,100663,30,3,405,213,192
2021,100663,40,0,1178,573,605
2021,100663,40,1,142,81,61
2021,100663,40,2,305,169,136
2021,100663,40,3,527,239,288
2021,100663,40,4,204,84,120
2021,100663,42,0,1178,573,605
2021,100663,42,1,142,81,61
2021,100663,42,2,305,169,136
2021,100663,42,3,527,239,288
2021,100663,42,4,204,84,120
2021,100690,0,0,34,29,5
2021,100690,10,0,34,29,5
2021,100690,10,1,12,10,2
2021,100690,10,2,10,9,1
2021,100690,10,3,10,8,2
2021,100690,10,4,2,2,0
2021,100690,40,0,34,29,5
2021,100690,40,1,12,10,2
2021,100690,40,2,10,9,1
2021,100690,40,3,10,8,2
2021,100690,40,4,2,2,0
2021,100690,42,0,29,24,5
2021,100690,42,1,10,8,2
2021,100690,42,2,9,8,1
2021,100690,42,3,8,6,2
2021,100690,42,4,2,2,0
2021,100690,43,0,5,5,0
2021,100690,43,1,2,2,0
2021,100690,43,2,1,1,0
2021,100690,43,3,2,2,0
2021,100706,0,0,351,188,163
2021,100706,10,0,351,188,163
2021,100706,10,1,73,59,14
2021,100706,10,2,96,64,32
2021,100706,10,3,91,37,54
2021,100706,10,4,16,1,15
2021,100706,10,5,75,27,48
2021,100706,20,0,158,119,39
2021,100706,20,1,72,59,13
2021,100706,20,2,85,60,25
2021,100706,20,3,1,0,1
2021,100706,30,0,62,33,29
2021,100706,30,2,4,2,2
2021,100706,30,3,58,31,27
2021,100706,40,0,131,36,95
2021,100706,40,1,1,0,1
2021,100706,40,2,7,2,5
2021,100706,40,3,32,6,26
2021,100706,40,4,16,1,15
2021,100706,40,5,75,27,48
2021,100706,41,0,125,35,90
2021,100706,41,1,1,0,1
2021,100706,41,2,7,2,5
2021,100706,41,3,32,6,26
2021,100706,41,4,14,1,13
2021,100706,41,5,71,26,45
2021,100706,42,0,6,1,5
2021,100706,42,4,2,0,2
2021,100706,42,5,4,1,3
2021,100706,44,0,125,35,90
2021,100706,44,1,1,0,1
2021,100706,44,2,7,2,5
2021,100706,44,3,32,6,26
2021,100706,44,4,14,1,13
2021,100706,44,5,71,26,45
2021,100724,0,0,215,110,105
2021,100724,10,0,211,110,101
2021,100724,10,1,62,37,25
2021,100724,10,2,54,27,27
2021,100724,10,3,64,35,29
2021,100724,10,4,31,11,20
2021,100724,20,0,107,57,50
2021,100724,20,1,62,37,25
2021,100724,20,2,42,19,23
2021,100724,20,3,3,1,2
2021,100724,30,0,60,38,22
2021,100724,30,2,10,7,3
2021,100724,30,3,50,31,19
2021,100724,40,0,44,15,29
2021,100724,40,2,2,1,1
2021,100724,40,3,11,3,8
2021,100724,40,4,31,11,20
2021,100724,42,0,44,15,29
2021,100724,42,2,2,1,1
2021,100724,42,3,11,3,8
2021,100724,42,4,31,11,20
2021,100724,50,0,4,0,4
2021,100751,0,0,1557,835,722
2021,100751,10,0,1557,835,722
2021,100751,10,1,334,232,102
2021,100751,10,2,403,229,174
2021,100751,10,3,479,224,255
2021,100751,10,4,339,148,191
2021,100751,10,5,2,2,0
2021,100751,20,0,631,407,224
2021,100751,20,1,303,217,86
2021,100751,20,2,325,189,136
2021,100751,20,3,3,1,2
2021,100751,30,0,369,200,169
2021,100751,30,1,18,10,8
2021,100751,30,2,23,18,5
2021,100751,30,3,328,172,156
2021,100751,40,0,557,228,329
2021,100751,40,1,13,5,8
2021,100751,40,2,55,22,33
2021,100751,40,3,148,51,97
2021,100751,40,4,339,148,191
2021,100751,40,5,2,2,0
2021,100751,42,0,554,227,327
2021,100751,42,1,13,5,8
2021,100751,42,2,55,22,33
2021,100751,42,3,146,50,96
2021,100751,42,4,338,148,190
2021,100751,42,5,2,2,0
2021,100751,43,0,3,1,2
2021,100751,43,3,2,1,1
2021,100751,43,4,1,0,1
2021,100760,0,0,41,18,23
2021,100760,10,0,37,15,22
2021,100760,10,6,37,15,22
2021,100760,20,0,30,15,15
2021,100760,20,6,30,15,15
2021,100760,30,0,5,0,5
2021,100760,30,6,5,0,5
2021,100760,40,0,2,0,2
2021,100760,40,6,2,0,2
2021,100760,42,0,2,0,2
2021,100760,42,6,2,0,2
2021,100760,50,0,4,3,1
2021,100812,0,0,81,38,43
2021,100812,10,0,81,38,43
2021,100812,10,1,26,14,12
2021,100812,10,2,22,5,17
2021,100812,10,3,30,16,14
2021,100812,10,4,3,3,0
2021,100812,20,0,51,22,29
2021,100812,20,1,26,14,12
2021,100812,20,2,20,4,16
2021,100812,20,3,5,4,1
2021,100812,30,0,27,13,14
2021,100812,30,2,2,1,1
2021,100812,30,3,25,12,13
2021,100812,40,0,3,3,0
2021,100812,40,4,3,3,0
2021,100812,42,0,3,3,0
2021,100812,42,4,3,3,0
2021,100830,0,0,223,111,112
2021,100830,10,0,217,107,110
2021,100830,10,1,51,33,18
2021,100830,10,2,57,36,21
2021,100830,10,3,67,25,42
2021,100830,10,4,1,0,1
2021,100830,10,5,41,13,28
2021,100830,20,0,106,70,36
2021,100830,20,1,51,33,18
2021,100830,20,2,49,35,14
2021,100830,20,3,6,2,4
2021,100830,30,0,55,24,31
2021,100830,30,2,5,1,4
2021,100830,30,3,50,23,27
2021,100830,40,0,56,13,43
2021,100830,40,2,3,0,3
2021,100830,40,3,11,0,11
2021,100830,40,4,1,0,1
2021,100830,40,5,41,13,28
2021,100830,42,0,56,13,43
2021,100830,42,2,3,0,3
2021,100830,42,3,11,0,11
2021,100830,42,4,1,0,1
2021,100830,42,5,41,13,28
2021,100830,50,0,6,4,2
2021,100858,0,0,1443,843,600
2021,100858,10,0,1443,843,600
2021,100858,10,1,395,290,105
2021,100858,10,2,406,229,177
2021,100858,10,3,391,211,180
2021,100858,10,4,68,28,40
2021,100858,10,5,170,78,92
2021,100858,10,6,13,7,6
2021,100858,20,0,721,484,237
2021,100858,20,1,379,286,93
2021,100858,20,2,342,198,144
2021,100858,30,0,358,212,146
2021,100858,30,1,5,3,2
2021,100858,30,2,21,15,6
2021,100858,30,3,332,194,138
2021,100858,40,0,364,147,217
2021,100858,40,1,11,1,10
2021,100858,40,2,43,16,27
2021,100858,40,3,59,17,42
2021,100858,40,4,68,28,40
2021,100858,40,5,170,78,92
2021,100858,40,6,13,7,6
2021,100858,43,0,364,147,217
2021,100858,43,1,11,1,10
2021,100858,43,2,43,16,27
2021,100858,43,3,59,17,42
2021,100858,43,4,68,28,40
2021,100858,43,5,170,78,92
2021,100858,43,6,13,7,6
2021,100937,0,0,101,54,47
2021,100937,10,0,101,54,47
2021,100937,10,1,36,26,10
2021,100937,10,2,23,13,10
2021,100937,10,3,28,10,18
2021,100937,10,4,1,0,1
2021,100937,10,5,13,5,8
2021,100937,20,0,58,38,20
2021,100937,20,1,36,26,10
2021,100937,20,2,22,12,10
2021,100937,30,0,23,8,15
2021,100937,30,2,1,1,0
2021,100937,30,3,22,7,15
2021,100937,40,0,20,8,12
2021,100937,40,3,6,3,3
2021,100937,40,4,1,0,1
2021,100937,40,5,13,5,8
2021,100937,42,0,20,8,12
2021,100937,42,3,6,3,3
2021,100937,42,4,1,0,1
2021,100937,42,5,13,5,8
2021,101028,0,0,40,14,26
2021,101028,10,0,40,14,26
2021,101028,10,6,40,14,26
2021,101028,20,0,27,10,17
2021,101028,20,6,27,10,17
2021,101028,30,0,13,4,9
2021,101028,30,6,13,4,9
2021,101116,0,0,5,2,3
2021,101116,10,0,5,2,3
2021,101116,10,4,5,2,3
2021,101116,40,0,5,2,3
2021,101116,40,4,5,2,3
2021,101116,41,0,5,2,3
2021,101116,41,4,5,2,3
2021,101116,45,0,5,2,3
2021,101116,45,4,5,2,3
2021,101143,0,0,57,31,26
2021,101143,10,0,57,31,26
2021,101143,10,4,57,31,26
2021,101143,20,0,41,20,21
2021,101143,20,4,41,20,21
2021,101143,30,0,14,10,4
2021,101143,30,4,14,10,4
2021,101143,40,0,2,1,1
2021,101143,40,4,2,1,1
2021,101143,42,0,2,1,1
2021,101143,42,4,2,1,1
2021,101161,0,0,168,78,90
2021,101161,10,0,168,78,90
2021,101161,10,6,168,78,90
2021,101161,20,0,124,56,68
2021,101161,20,6,124,56,68
2021,101161,30,0,40,21,19
2021,101161,30,6,40,21,19
2021,101161,40,0,4,1,3
2021,101161,40,6,4,1,3
2021,101161,42,0,4,1,3
2021,101161,42,6,4,1,3
2021,101189,0,0,129,64,65
2021,101189,10,0,129,64,65
2021,101189,10,1,40,27,13
2021,101189,10,2,26,17,9
2021,101189,10,3,38,9,29
2021,101189,10,4,2,1,1
2021,101189,10,5,22,10,12
2021,101189,10,6,1,0,1
2021,101189,20,0,47,33,14
2021,101189,20,1,35,25,10
2021,101189,20,2,12,8,4
2021,101189,30,0,54,17,37
2021,101189,30,1,5,2,3
2021,101189,30,2,10,6,4
2021,101189,30,3,37,9,28
2021,101189,30,4,1,0,1
2021,101189,30,6,1,0,1
2021,101189,40,0,28,14,14
2021,101189,40,2,4,3,1
2021,101189,40,3,1,0,1
2021,101189,40,4,1,1,0
2021,101189,40,5,22,10,12
2021,101189,42,0,28,14,14
2021,101189,42,2,4,3,1
2021,101189,42,3,1,0,1
2021,101189,42,4,1,1,0
2021,101189,42,5,22,10,12
2021,101240,0,0,125,60,65
2021,101240,10,0,125,60,65
2021,101240,10,6,125,60,65
2021,101240,20,0,106,49,57
2021,101240,20,6,106,49,57
2021,101240,30,0,15,10,5
2021,101240,30,6,15,10,5
2021,101240,40,0,4,1,3
2021,101240,40,6,4,1,3
2021,101240,42,0,4,1,3
2021,101240,42,6,4,1,3
2021,101286,0,0,125,43,82
2021,101286,10,0,125,43,82
2021,101286,10,6,125,43,82
2021,101286,20,0,99,32,67
2021,101286,20,6,99,32,67
2021,101286,30,0,25,10,15
2021,101286,30,6,25,10,15
2021,101286,40,0,1,1,0
2021,101286,40,6,1,1,0
2021,101286,42,0,1,1,0
2021,101286,42,6,1,1,0
2021,101295,0,0,122,47,75
2021,101295,10,0,122,47,75
2021,101295,10,6,122,47,75
2021,101295,20,0,80,26,54
2021,101295,20,6,80,26,54
2021,101295,30,0,37,20,17
2021,101295,30,6,37,20,17
2021,101295,40,0,5,1,4
2021,101295,40,6,5,1,4
2021,101295,42,0,5,1,4
2021,101295,42,6,5,1,4
2021,101301,0,0,42,17,25
2021,101301,10,0,42,17,25
2021,101301,10,6,42,17,25
2021,101301,20,0,14,6,8
2021,101301,20,6,14,6,8
2021,101301,30,0,17,7,10
2021,101301,30,6,17,7,10
2021,101301,40,0,11,4,7
2021,101301,40,6,11,4,7
2021,101301,42,0,10,3,7
2021,101301,42,6,10,3,7
2021,101301,43,0,1,1,0
2021,101301,43,6,1,1,0
2021,101365,0,0,16,3,13
2021,101365,10,0,16,3,13
2021,101365,10,1,1,0,1
2021,101365,10,3,7,2,5
2021,101365,10,4,8,1,7
2021,101365,40,0,16,3,13
2021,101365,40,1,1,0,1
2021,101365,40,3,7,2,5
2021,101365,40,4,8,1,7
2021,101365,41,0,16,3,13
2021,101365,41,1,1,0,1
2021,101365,41,3,7,2,5
2021,101365,41,4,8,1,7
2021,101365,45,0,16,3,13
2021,101365,45,1,1,0,1
2021,101365,45,3,7,2,5
2021,101365,45,4,8,1,7
2021,101435,0,0,53,29,24
2021,101435,10,0,53,29,24
2021,101435,10,1,18,12,6
2021,101435,10,2,7,3,4
2021,101435,10,3,19,10,9
2021,101435,10,4,9,4,5
2021,101435,20,0,22,14,8
2021,101435,20,1,17,12,5
2021,101435,20,2,5,2,3
2021,101435,30,0,18,9,9
2021,101435,30,3,18,9,9
2021,101435,40,0,13,6,7
2021,101435,40,1,1,0,1
2021,101435,40,2,2,1,1
2021,101435,40,3,1,1,0
2021,101435,40,4,9,4,5
2021,101435,41,0,3,1,2
2021,101435,41,2,2,1,1
2021,101435,41,4,1,0,1
2021,101435,42,0,10,5,5
2021,101435,42,1,1,0,1
2021,101435,42,3,1,1,0
2021,101435,42,4,8,4,4
2021,101435,44,0,3,1,2
2021,101435,44,2,2,1,1
2021,101435,44,4,1,0,1
2021,101453,0,0,6,6,0
2021,101453,10,0,6,6,0
2021,101453,10,6,6,6,0
2021,101453,40,0,6,6,0
2021,101453,40,6,6,6,0
2021,101453,42,0,6,6,0
2021,101453,42,6,6,6,0
2021,101462,0,0,26,11,15
2021,101462,10,0,26,11,15
2021,101462,10,6,26,11,15
2021,101462,20,0,9,5,4
2021,101462,20,6,9,5,4
2021,101462,30,0,13,5,8
2021,101462,30,6,13,5,8
2021,101462,40,0,4,1,3
2021,101462,40,6,4,1,3
2021,101462,42,0,4,1,3
2021,101462,42,6,4,1,3
2021,101471,0,0,56,38,18
2021,101471,10,0,56,38,18
2021,101471,10,6,56,38,18
2021,101471,20,0,33,25,8
2021,101471,20,6,33,25,8
2021,101471,30,0,12,7,5
2021,101471,30,6,12,7,5
2021,101471,40,0,11,6,5
2021,101471,40,6,11,6,5
2021,101471,42,0,11,6,5
2021,101471,42,6,11,6,5
2021,101480,0,0,350,169,181
2021,101480,10,0,350,169,181
2021,101480,10,1,88,52,36
2021,101480,10,2,66,35,31
2021,101480,10,3,102,45,57
2021,101480,10,4,94,37,57
2021,101480,20,0,127,76,51
2021,101480,20,1,80,47,33
2021,101480,20,2,47,29,18
2021,101480,30,0,169,72,97
2021,101480,30,1,8,5,3
2021,101480,30,2,19,6,13
2021,101480,30,3,102,45,57
2021,101480,30,4,40,16,24
2021,101480,40,0,54,21,33
2021,101480,40,4,54,21,33
2021,101480,42,0,54,21,33
2021,101480,42,4,54,21,33
2021,101505,0,0,128,46,82
2021,101505,10,0,128,46,82
2021,101505,10,6,128,46,82
2021,101505,20,0,96,31,65
2021,101505,20,6,96,31,65
2021,101505,30,0,17,10,7
2021,101505,30,6,17,10,7
2021,101505,40,0,15,5,10
2021,101505,40,6,15,5,10
2021,101505,42,0,13,4,9
2021,101505,42,6,13,4,9
2021,101505,43,0,2,1,1
2021,101505,43,6,2,1,1
2021,101514,0,0,149,60,89
2021,101514,10,0,149,60,89
2021,101514,10,6,149,60,89
2021,101514,20,0,114,46,68
2021,101514,20,6,114,46,68
2021,101514,30,0,26,12,14
2021,101514,30,6,26,12,14
2021,101514,40,0,9,2,7
2021,101514,40,6,9,2,7
2021,101514,42,0,8,2,6
2021,101514,42,6,8,2,6
2021,101514,43,0,1,0,1
2021,101514,43,6,1,0,1
2021,101569,0,0,76,38,38
2021,101569,10,0,76,38,38
2021,101569,10,6,76,38,38
2021,101569,20,0,59,29,30
2021,101569,20,6,59,29,30
2021,101569,30,0,16,8,8
2021,101569,30,6,16,8,8
2021,101569,40,0,1,1,0
2021,101569,40,6,1,1,0
2021,101569,43,0,1,1,0
2021,101569,43,6,1,1,0
2021,101587,0,0,119,51,68
2021,101587,10,0,119,51,68
2021,101587,10,1,29,20,9
2021,101587,10,2,37,13,24
2021,101587,10,3,28,11,17
2021,101587,10,4,20,5,15
2021,101587,10,5,5,2,3
2021,101587,20,0,52,30,22
2021,101587,20,1,23,16,7
2021,101587,20,2,26,11,15
2021,101587,20,3,3,3,0
2021,101587,30,0,24,11,13
2021,101587,30,1,3,2,1
2021,101587,30,2,7,2,5
2021,101587,30,3,14,7,7
2021,101587,40,0,43,10,33
2021,101587,40,1,3,2,1
2021,101587,40,2,4,0,4
2021,101587,40,3,11,1,10
2021,101587,40,4,20,5,15
2021,101587,40,5,5,2,3
2021,101587,42,0,43,10,33
2021,101587,42,1,3,2,1
2021,101587,42,2,4,0,4
2021,101587,42,3,11,1,10
2021,101587,42,4,20,5,15
2021,101587,42,5,5,2,3
2021,101602,0,0,55,23,32
2021,101602,10,0,55,23,32
2021,101602,10,6,55,23,32
2021,101602,20,0,35,13,22
2021,101602,20,6,35,13,22
2021,101602,30,0,18,9,9
2021,101602,30,6,18,9,9
2021,101602,40,0,2,1,1
2021,101602,40,6,2,1,1
2021,101602,42,0,2,1,1
2021,101602,42,6,2,1,1
2021,101648,0,0,21,12,9
2021,101648,10,0,21,12,9
2021,101648,10,6,21,12,9
2021,101648,20,0,14,8,6
2021,101648,20,6,14,8,6
2021,101648,30,0,7,4,3
2021,101648,30,6,7,4,3
2021,101675,0,0,78,32,46
2021,101675,10,0,78,32,46
2021,101675,10,1,7,6,1
2021,101675,10,2,6,3,3
2021,101675,10,3,20,5,15
2021,101675,10,4,45,18,27
2021,101675,20,0,5,5,0
2021,101675,20,1,5,5,0
2021,101675,30,0,61,24,37
2021,101675,30,1,2,1,1
2021,101675,30,2,5,3,2
2021,101675,30,3,12,3,9
2021,101675,30,4,42,17,25
2021,101675,40,0,12,3,9
2021,101675,40,2,1,0,1
2021,101675,40,3,8,2,6
2021,101675,40,4,3,1,2
2021,101675,42,0,12,3,9
2021,101675,42,2,1,0,1
2021,101675,42,3,8,2,6
2021,101675,42,4,3,1,2
2021,101693,0,0,71,31,40
2021,101693,10,0,71,31,40
2021,101693,10,1,13,8,5
2021,101693,10,2,29,12,17
2021,101693,10,3,26,10,16
2021,101693,10,4,3,1,2
2021,101693,20,0,12,10,2
2021,101693,20,1,9,8,1
2021,101693,20,2,3,2,1
2021,101693,30,0,56,20,36
2021,101693,30,1,4,0,4
2021,101693,30,2,26,10,16
2021,101693,30,3,26,10,16
2021,101693,40,0,3,1,2
2021,101693,40,4,3,1,2
2021,101693,42,0,3,1,2
2021,101693,42,4,3,1,2
2021,101709,0,0,140,69,71
2021,101709,10,0,140,69,71
2021,101709,10,1,38,24,14
2021,101709,10,2,53,26,27
2021,101709,10,3,32,14,18
2021,101709,10,4,17,5,12
2021,101709,20,0,91,50,41
2021,101709,20,1,38,24,14
2021,101709,20,2,53,26,27
2021,101709,30,0,31,13,18
2021,101709,30,3,31,13,18
2021,101709,40,0,18,6,12
2021,101709,40,3,1,1,0
2021,101709,40,4,17,5,12
2021,101709,41,0,14,6,8
2021,101709,41,3,1,1,0
2021,101709,41,4,13,5,8
2021,101709,42,0,4,0,4
2021,101709,42,4,4,0,4
2021,101709,45,0,14,6,8
2021,101709,45,3,1,1,0
2021,101709,45,4,13,5,8
2021,101736,0,0,71,32,39
2021,101736,10,0,71,32,39
2021,101736,10,6,71,32,39
2021,101736,20,0,56,24,32
2021,101736,20,6,56,24,32
2021,101736,30,0,15,8,7
2021,101736,30,6,15,8,7
2021,101879,0,0,290,148,142
2021,101879,10,0,290,148,142
2021,101879,10,1,82,50,32
2021,101879,10,2,63,34,29
2021,101879,10,3,81,44,37
2021,101879,10,5,64,20,44
2021,101879,20,0,146,82,64
2021,101879,20,1,81,49,32
2021,101879,20,2,58,30,28
2021,101879,20,3,7,3,4
2021,101879,30,0,77,43,34
2021,101879,30,1,1,1,0
2021,101879,30,2,5,4,1
2021,101879,30,3,71,38,33
2021,101879,40,0,67,23,44
2021,101879,40,3,3,3,0
2021,101879,40,5,64,20,44
2021,101879,41,0,23,5,18
2021,101879,41,3,1,1,0
2021,101879,41,5,22,4,18
2021,101879,42,0,44,18,26
2021,101879,42,3,2,2,0
2021,101879,42,5,42,16,26
2021,101879,44,0,23,5,18
2021,101879,44,3,1,1,0
2021,101879,44,5,22,4,18
2021,101897,0,0,54,24,30
2021,101897,10,0,54,24,30
2021,101897,10,6,54,24,30
2021,101897,40,0,54,24,30
2021,101897,40,6,54,24,30
2021,101897,42,0,53,24,29
2021,101897,42,6,53,24,29
2021,101897,43,0,1,0,1
2021,101897,43,6,1,0,1
2021,101912,0,0,100,58,42
2021,101912,10,0,100,58,42
2021,101912,10,1,23,17,6
2021,101912,10,2,33,15,18
2021,101912,10,3,44,26,18
2021,101912,20,0,12,9,3
2021,101912,20,1,10,8,2
2021,101912,20,2,2,1,1
2021,101912,30,0,88,49,39
2021,101912,30,1,13,9,4
2021,101912,30,2,31,14,17
2021,101912,30,3,44,26,18
2021,101994,0,0,14,5,9
2021,101994,10,0,14,5,9
2021,101994,10,6,14,5,9
2021,101994,20,0,11,5,6
2021,101994,20,6,11,5,6
2021,101994,30,0,3,0,3
2021,101994,30,6,3,0,3
2021,102030,0,0,57,19,38
2021,102030,10,0,57,19,38
2021,102030,10,6,57,19,38
2021,102030,20,0,46,15,31
2021,102030,20,6,46,15,31
2021,102030,30,0,11,4,7
2021,102030,30,6,11,4,7
2021,102049,0,0,364,175,189
2021,102049,10,0,364,175,189
2021,102049,10,1,136,86,50
2021,102049,10,2,75,35,40
2021,102049,10,3,127,49,78
2021,102049,10,4,26,5,21
2021,102049,20,0,181,113,68
2021,102049,20,1,124,82,42
2021,102049,20,2,55,29,26
2021,102049,20,3,2,2,0
2021,102049,30,0,88,39,49
2021,102049,30,1,3,2,1
2021,102049,30,2,11,4,7
2021,102049,30,3,74,33,41
2021,102049,40,0,95,23,72
2021,102049,40,1,9,2,7
2021,102049,40,2,9,2,7
2021,102049,40,3,51,14,37
2021,102049,40,4,26,5,21
2021,102049,42,0,37,6,31
2021,102049,42,1,6,0,6
2021,102049,42,2,4,0,4
2021,102049,42,3,21,6,15
2021,102049,42,4,6,0,6
2021,102049,43,0,58,17,41
2021,102049,43,1,3,2,1
2021,102049,43,2,5,2,3
2021,102049,43,3,30,8,22
2021,102049,43,4,20,5,15
2021,102067,0,0,99,40,59
2021,102067,10,0,99,40,59
2021,102067,10,6,99,40,59
2021,102067,20,0,67,30,37
2021,102067,20,6,67,30,37
2021,102067,30,0,25,9,16
2021,102067,30,6,25,9,16
2021,102067,40,0,7,1,6
2021,102067,40,6,7,1,6
2021,102067,42,0,7,1,6
2021,102067,42,6,7,1,6
2021,102076,0,0,41,23,18
2021,102076,10,0,41,23,18
2021,102076,10,6,41,23,18
2021,102076,20,0,26,14,12
2021,102076,20,6,26,14,12
2021,102076,30,0,15,9,6
2021,102076,30,6,15,9,6
2021,102094,0,0,805,418,387
2021,102094,10,0,805,418,387
2021,102094,10,1,159,120,39
2021,102094,10,2,182,97,85
2021,102094,10,3,350,167,183
2021,102094,10,4,113,34,79
2021,102094,10,5,1,0,1
2021,102094,20,0,251,167,84
2021,102094,20,1,131,100,31
2021,102094,20,2,118,66,52
2021,102094,20,3,2,1,1
2021,102094,30,0,116,64,52
2021,102094,30,1,2,0,2
2021,102094,30,2,6,2,4
2021,102094,30,3,108,62,46
2021,102094,40,0,438,187,251
2021,102094,40,1,26,20,6
2021,102094,40,2,58,29,29
2021,102094,40,3,240,104,136
2021,102094,40,4,113,34,79
2021,102094,40,5,1,0,1
2021,102094,42,0,438,187,251
2021,102094,42,1,26,20,6
2021,102094,42,2,58,29,29
2021,102094,42,3,240,104,136
2021,102094,42,4,113,34,79
2021,102094,42,5,1,0,1
2021,102234,0,0,83,39,44
2021,102234,10,0,83,39,44
2021,102234,10,1,7,3,4
2021,102234,10,2,33,21,12
2021,102234,10,3,31,13,18
2021,102234,10,4,12,2,10
2021,102234,20,0,38,24,14
2021,102234,20,1,5,3,2
2021,102234,20,2,33,21,12
2021,102234,30,0,20,9,11
2021,102234,30,1,1,0,1
2021,102234,30,3,19,9,10
2021,102234,40,0,25,6,19
2021,102234,40,1,1,0,1
2021,102234,40,3,12,4,8
2021,102234,40,4,12,2,10
2021,102234,42,0,25,6,19
2021,102234,42,1,1,0,1
2021,102234,42,3,12,4,8
2021,102234,42,4,12,2,10
2021,102270,0,0,47,22,25
2021,102270,10,0,46,21,25
2021,102270,10,1,3,2,1
2021,102270,10,2,19,10,9
2021,102270,10,3,19,7,12
2021,102270,10,4,5,2,3
2021,102270,20,0,15,7,8
2021,102270,20,1,3,2,1
2021,102270,20,2,11,5,6
2021,102270,20,3,1,0,1
2021,102270,30,0,31,14,17
2021,102270,30,2,8,5,3
2021,102270,30,3,18,7,11
2021,102270,30,4,5,2,3
2021,102270,50,0,1,1,0
2021,102298,0,0,38,17,21
2021,102298,10,0,38,17,21
2021,102298,10,1,1,0,1
2021,102298,10,2,6,3,3
2021,102298,10,3,26,12,14
2021,102298,10,4,5,2,3
2021,102298,20,0,3,2,1
2021,102298,20,1,1,0,1
2021,102298,20,2,2,2,0
2021,102298,30,0,35,15,20
2021,102298,30,2,4,1,3
2021,102298,30,3,26,12,14
2021,102298,30,4,5,2,3
2021,102313,0,0,50,26,24
2021,102313,10,0,50,26,24
2021,102313,10,6,50,26,24
2021,102313,20,0,33,19,14
2021,102313,20,6,33,19,14
2021,102313,30,0,17,7,10
2021,102313,30,6,17,7,10
2021,102368,0,0,458,224,234
2021,102368,10,0,458,224,234
2021,102368,10,1,60,48,12
2021,102368,10,2,140,77,63
2021,102368,10,3,120,51,69
2021,102368,10,5,134,44,90
2021,102368,10,6,4,4,0
2021,102368,20,0,199,124,75
2021,102368,20,1,59,48,11
2021,102368,20,2,120,67,53
2021,102368,20,3,19,8,11
2021,102368,20,6,1,1,0
2021,102368,30,0,100,41,59
2021,102368,30,1,1,0,1
2021,102368,30,2,19,10,9
2021,102368,30,3,80,31,49
2021,102368,40,0,159,59,100
2021,102368,40,2,1,0,1
2021,102368,40,3,21,12,9
2021,102368,40,5,134,44,90
2021,102368,40,6,3,3,0
2021,102368,41,0,159,59,100
2021,102368,41,2,1,0,1
2021,102368,41,3,21,12,9
2021,102368,41,5,134,44,90
2021,102368,41,6,3,3,0
2021,102368,45,0,159,59,100
2021,102368,45,2,1,0,1
2021,102368,45,3,21,12,9
2021,102368,45,5,134,44,90
2021,102368,45,6,3,3,0
2021,102377,0,0,236,132,104
2021,102377,10,0,236,132,104
2021,102377,10,1,52,40,12
2021,102377,10,2,83,44,39
2021,102377,10,3,86,42,44
2021,102377,10,4,13,5,8
2021,102377,10,5,2,1,1
2021,102377,20,0,107,68,39
2021,102377,20,1,48,36,12
2021,102377,20,2,53,29,24
2021,102377,20,3,6,3,3
2021,102377,30,0,69,39,30
2021,102377,30,1,2,2,0
2021,102377,30,2,13,8,5
2021,102377,30,3,53,29,24
2021,102377,30,4,1,0,1
2021,102377,40,0,60,25,35
2021,102377,40,1,2,2,0
2021,102377,40,2,17,7,10
2021,102377,40,3,27,10,17
2021,102377,40,4,12,5,7
2021,102377,40,5,2,1,1
2021,102377,42,0,60,25,35
2021,102377,42,1,2,2,0
2021,102377,42,2,17,7,10
2021,102377,42,3,27,10,17
2021,102377,42,4,12,5,7
2021,102377,42,5,2,1,1
2021,102395,0,0,5,4,1
2021,102395,10,0,5,4,1
2021,102395,10,2,3,3,0
2021,102395,10,3,1,0,1
2021,102395,10,5,1,1,0
2021,102395,40,0,5,4,1
2021,102395,40,2,3,3,0
2021,102395,40,3,1,0,1
2021,102395,40,5,1,1,0
2021,102395,41,0,5,4,1
2021,102395,41,2,3,3,0
